FIPS, MILESOFRAIL
48271,59.7570751
48451,44.12388176
20101,31.52258203
38083,41.37586218
20069,59.74372384
48353,99.19514757
48151,21.01961272
31063,34.38631083
20119,42.11455186
48191,20.64326506
48295,45.72108
48211,34.81620308
48323,33.50195703
46129,53.57091514
48075,35.12030449
46065,59.3849071
46085,54.81779884
31009,18.66353733
20135,39.19692557
38069,71.43374583
31047,75.27430097
48399,36.93956099
20057,105.9758499
38029,17.3241518
31065,74.94559946
20137,56.32712526
20195,41.49238399
48441,88.49908466
38079,38.64136675
48463,68.81650763
20025,38.11164385
38043,34.26173412
46119,13.81764039
38103,123.020081
31017,19.89593928
31041,61.94923502
40045,42.05506854
48197,57.08191329
31073,21.72558532
20083,19.94728162
40009,37.8618073
38005,63.97249163
38047,46.32000557
40065,106.6173337
48083,69.51787453
46045,68.69177055
31149,23.1420709
46069,21.90535921
31137,48.48853702
31083,62.40094629
48059,32.76514049
20147,49.20930258
40153,46.77521434
20051,39.17776091
20165,68.53447326
38051,13.4794126
20047,38.72917804
20145,49.50048904
20097,36.81033314
20033,3.35650133
38095,61.92875214
48479,156.750467
48487,48.65273634
38093,164.1614059
31019,84.69389178
48325,61.95911778
40149,70.13243726
46015,33.52502055
48283,46.42564368
48307,22.41475634
40075,78.90113039
40055,4.32006166
46059,33.52404804
20163,13.13223778
38027,48.78798167
38031,80.86126111
31089,78.98457356
31163,15.25930512
48049,72.57217794
38071,108.6178993
40141,70.42159539
31099,35.99576409
31061,14.4463371
48163,36.30903503
40039,86.76170743
48133,40.38895226
48411,34.98186297
20183,33.68792458
20141,59.36672454
20167,40.64051592
20009,100.1221744
20185,38.48147642
20151,71.8034688
38019,119.1014299
40093,15.49406457
38045,77.81754715
48485,77.46421287
40151,69.25018766
31175,18.33780057
46023,49.97892232
38021,65.96876249
40031,74.65952441
48427,18.10565745
48029,262.4002908
48013,61.19619506
48131,46.85069338
46003,24.44439564
48333,37.0905016
48247,12.20959701
48093,50.21343274
31077,7.81264349
31001,131.6697673
46013,116.3668792
31079,124.0473308
46005,117.9255533
48299,20.49823359
31093,32.72229057
40043,2.48656638
40015,45.51254376
40033,19.35664369
46115,83.57342558
20007,40.19940094
40011,64.31340106
48215,79.2597922
48363,41.29452504
48429,5.69259988
48281,62.31250879
40003,36.45247303
31181,37.00972681
20089,50.52880099
38039,37.18549952
20123,66.91890986
20053,42.90240615
20159,88.67719309
20155,181.8117081
38003,110.8470059
20095,95.44567864
38063,89.0580067
48053,52.63449449
48077,35.7431061
48143,48.48070284
20105,38.20773044
46073,8.39534008
20077,50.04749548
46111,23.85295244
48091,61.28613012
46035,54.58993077
38099,167.8781567
40017,86.04171925
48493,3.02765915
31003,55.65220811
48297,55.91266759
31121,76.69605984
31035,57.23122859
31129,27.76259497
48187,42.65651455
31081,71.86792479
48249,22.62641025
31011,24.19560209
40067,41.96742182
46009,39.39684849
40047,136.3639824
31125,36.91042085
40051,103.2610668
48367,42.10092858
38073,73.10059117
48209,41.73380088
38081,101.9738165
48491,148.8730776
48221,44.02422512
46067,35.04801086
46037,55.69190267
46091,33.69736622
48337,54.74316818
38091,43.85176337
40073,33.62089997
46061,22.74350347
40137,29.54457784
48099,23.19895966
48355,139.487661
20157,59.11654024
20029,86.10772935
20169,95.7847489
38067,77.64711028
38035,141.5409074
48055,39.43493088
48273,23.2306316
48409,95.79944376
48061,161.2943168
46077,53.35735576
20113,85.65630058
31139,28.92026236
31119,61.77704784
31141,97.09869361
31143,32.92234303
48497,100.7317684
31185,43.67123194
31059,43.93850445
31169,31.53870943
48425,1.98614529
48453,75.26272636
20173,232.9354774
20191,150.1690331
48261,52.24306275
40053,31.04806579
48027,143.5394736
20143,36.59640564
48489,21.2072565
46025,18.66654347
38017,273.6091272
20079,94.80657365
40109,174.2729159
46135,41.83586335
48035,45.06691145
48251,111.0858719
46087,12.52759301
48439,422.5124791
48177,39.30525117
48021,104.4572999
40083,38.36647806
46057,12.12619999
40027,32.23283571
48217,44.84750631
38097,67.16929714
48309,121.436862
40103,96.35361187
48391,46.70472573
46125,43.75089089
20041,118.9386706
40087,22.53528083
20115,110.8406053
20027,11.27358756
31095,55.51409666
31151,55.51521906
31167,2.26835465
31159,48.20919157
31023,67.94391838
31027,19.63131094
48121,162.0888586
40071,66.4293463
48123,30.14146912
46029,43.98541716
38077,166.4531504
40049,25.09682508
48145,36.08166579
31037,23.82654199
48175,8.96576978
46109,75.84248571
48331,87.25780854
27069,94.95957821
48149,98.26485747
48285,27.91930527
40019,32.5910344
48469,119.7519243
40099,35.76350713
48097,34.45867157
20015,132.9114724
20035,117.6327871
46079,25.36228567
40085,30.91609293
40081,40.12931701
27089,138.5455455
48007,2.96792804
20201,22.97413665
40125,39.58120454
46011,57.850125
48139,136.6444245
46027,21.07791413
48287,38.92991984
40119,16.28481973
48113,396.180001
27119,215.1213912
31051,18.74948673
46051,75.82599053
48181,153.626074
46099,131.3567902
20127,66.57807715
40117,48.8995314
46083,54.05616019
20061,25.55694857
31109,228.5713591
31067,63.73474154
31155,84.72980623
31053,109.5718011
48057,69.25928743
40069,42.33204739
40123,39.24693097
48085,115.7300896
20017,70.3407629
27107,25.96277643
48395,158.3039714
48089,72.68714784
46127,48.5769612
20117,88.83644951
48051,84.48562729
27027,149.9091106
40133,28.96142676
48239,84.4264818
40095,28.70050338
20161,29.59279739
27167,95.42123554
31043,45.48527934
27011,47.88167365
48293,48.78727427
19149,91.57909795
40037,81.09290711
48349,98.35623393
19119,23.13513663
40013,93.13280972
48041,76.49015413
20149,84.60129179
20049,36.2590611
48015,84.99461576
48257,32.02400236
48397,15.20528817
19167,73.79855943
48477,24.05812498
31173,18.95485354
20197,41.83493437
31021,20.02742462
40063,64.28447157
19193,92.71144384
48161,76.26348551
31131,85.22662901
31025,111.7068566
31097,33.35790425
27133,44.24797427
27081,25.42950285
27073,46.19416592
48481,53.91168951
31055,140.0785354
27117,40.9643804
48147,46.36769405
31177,32.50918073
20111,70.99577435
27155,6.94932543
31153,58.43926654
48321,90.93380735
48289,88.73046586
48231,84.8798029
27111,140.7757156
27051,62.40579102
27149,55.57117118
20131,29.47042453
27113,37.8721061
19133,29.0316481
40005,47.04630202
40143,176.0351197
27135,77.07447847
27005,69.48340366
40107,10.47118416
31133,21.1082226
48313,15.01795078
48185,106.7742375
27151,83.63483429
48213,64.06362774
19085,110.2077528
40121,223.6517966
48473,35.51428715
27083,77.38437027
40111,48.48516106
48467,31.95069196
27125,27.60651471
48157,131.7965215
27105,54.90005298
20085,10.20554863
20177,142.6566855
31147,77.89217648
40147,48.44965168
27087,30.52547373
20205,68.54382012
27023,70.94618311
20031,35.10824837
20139,103.4347488
20125,138.092533
40023,93.54151064
19155,190.3407156
48201,844.1553853
31127,38.42187833
19129,69.27582294
48223,82.20863202
48119,0.5876411
19035,36.08420962
19141,37.9936799
48277,43.29433017
27173,47.72377614
48339,146.8797863
40131,155.465352
19143,35.66608635
19071,37.0246769
48001,77.90580215
20013,62.70600494
48039,173.9515518
27041,71.46318818
40145,76.48143645
27121,55.28310972
20207,30.00866377
40105,31.8080727
20087,22.21009055
29005,28.18212743
40127,6.45483108
19047,83.30446668
48423,84.99511973
27127,50.97284019
40091,26.72905942
48499,35.89564508
19165,26.47087484
27029,21.03171722
48471,35.61328397
20099,116.1394392
20003,69.05944089
40077,38.95682708
20059,82.03479987
20133,68.3056702
48225,41.26821646
40101,86.87770308
27129,78.55634372
19093,12.15627081
29087,52.82961014
27063,35.97748838
48073,47.98491417
20001,31.25439736
48455,16.9588197
20045,42.43124005
19041,34.13191482
19021,42.5669198
19059,34.25894229
19145,12.58761709
19137,49.22037146
20005,50.31018362
40097,64.68955576
40035,64.60266793
48159,10.82189996
19161,36.69120387
27067,86.10413107
48167,108.1860138
20103,40.09810222
27007,62.13920624
48291,137.8601949
27159,16.01346318
19029,36.66118634
48459,47.37855596
48063,41.82709358
27153,38.39066684
40135,84.73292369
27145,122.4532875
40089,104.0995699
27033,20.12612981
29021,94.64921263
48449,55.49365318
27015,46.85626496
19027,56.54860904
27077,31.19697471
20107,52.86124125
20021,88.55709392
20121,91.48936017
20091,120.188579
27057,52.6237357
29165,58.7746604
40115,64.8826832
48407,14.22513551
29003,12.53122222
48401,51.35030289
48183,74.26371732
48373,53.21944893
48071,47.90370203
19003,35.04645453
40079,116.687532
19151,52.23217449
19063,37.88326946
19147,60.46495297
20209,238.4554523
20043,3.87666391
48005,61.70641574
27165,40.87768357
19025,42.7232309
27091,76.58921723
20037,75.52394952
48343,54.47613941
20011,47.7879765
40001,50.56615592
27093,52.32524753
48199,81.46484647
48347,46.62560651
48203,132.5417041
19001,9.52448105
27021,162.1529057
19077,42.29506083
48067,76.56806495
27097,53.67745
19073,46.62776548
27143,40.01579022
29145,88.94374937
29097,133.3285379
29011,88.02235627
29217,103.3004129
29013,75.5171307
48037,169.0968141
29095,327.4212432
29037,82.77842379
29047,171.4162294
05007,75.93553084
48365,60.14626024
48315,39.30789524
27085,44.43681077
29119,23.70609144
05081,102.1489066
05133,64.68037516
19175,32.2596017
05113,66.91281458
48419,67.97041703
05127,22.72927344
48245,209.8854054
19187,123.2106033
19091,41.48138327
19109,89.08020313
05033,66.88824493
05131,55.46030435
27061,123.1566291
27013,72.34272138
27035,68.56305015
27071,113.9706499
27009,28.44485085
19049,54.73038073
27171,83.42447005
27043,91.74101966
29177,102.8821515
05143,41.22987355
19121,9.71106928
19015,41.91063093
27141,51.47831284
29101,54.03519013
29025,42.79940467
48405,18.80293679
29107,86.17693062
48361,120.5721596
05061,52.72473122
48241,97.51047543
29057,35.7849681
29109,73.46398268
05047,26.25026456
29185,7.17260425
22017,213.3459045
05091,59.46859596
48403,20.85557412
29083,40.60532236
19039,32.8889179
27019,56.83760612
22031,85.60484857
27079,36.1210102
19197,90.58230899
19189,17.98502793
19081,56.65753649
29009,48.63746204
05057,90.93516106
19079,60.76215701
48351,24.94537991
27139,81.97395163
29061,10.75581826
27001,90.58373563
19153,187.7975713
27161,44.85950851
27053,262.1978681
29117,51.60756197
22015,110.2928125
29033,111.6037441
29079,51.34323413
05071,37.55269434
22019,190.6982212
05073,46.90636839
19169,77.76327835
22085,49.72462994
27047,105.3567519
29077,160.3608103
22011,92.51484955
05097,5.66035953
29209,26.85754031
29043,9.33941691
29129,26.85005914
05109,17.34270314
19117,54.22317878
19185,45.17531354
22081,60.35041158
27003,71.02889657
29159,45.67995001
19069,40.9364919
19083,101.2599344
19033,142.2256589
19195,70.59445368
29195,88.92149332
19181,17.39828865
05019,79.16164488
05099,20.63593975
22119,107.6868189
29015,21.60352093
05027,57.98922281
22115,51.7397251
27147,74.70002682
05149,18.04689443
29115,50.41590319
29211,20.28760886
19099,65.7781763
27037,158.1186689
19125,57.23667663
29171,18.2856236
05115,39.71835723
27131,44.38611695
29213,20.97383312
29041,63.73004978
22069,77.60656523
27059,23.93464723
19127,66.47561121
27123,160.5620853
05009,31.10705742
05051,26.58190488
27065,5.08958707
22027,33.89202644
27115,81.83256132
22013,61.46780749
22003,64.15228956
05103,84.85890511
05105,37.58053797
19135,102.0240315
19007,47.31243402
27137,684.4957433
29141,35.71500664
29225,56.61150871
27017,151.5431353
27099,42.29064598
27039,21.23256698
19023,81.68274913
29053,46.33049439
19131,44.19148293
19067,72.80048239
27163,96.14280204
27025,31.95892685
22053,52.5735769
05059,52.82020521
22127,44.51910219
27049,31.99877387
22043,92.87162105
05089,23.86397797
22061,32.4697322
29121,76.30509751
05029,27.38438306
29089,27.96635164
29135,45.83884308
29105,41.10024154
55093,31.54452934
22079,172.3643755
22049,16.33050536
05139,62.27008274
55109,70.55234276
19157,51.03221728
19171,27.8068934
05013,83.33513599
22111,6.80979549
55095,38.13515531
29175,80.73967866
05125,36.13468253
29229,35.15221198
19123,31.02697044
27109,35.91032827
19179,64.70242711
22039,35.46695962
29131,24.18665373
22001,48.74458303
29019,74.36050828
19013,103.624335
19017,26.63225834
19037,38.26718103
05119,197.2512462
05005,38.91502749
05045,23.46813537
29029,4.47638604
29001,10.51388734
22097,93.5865946
29051,57.13439174
05039,15.30488353
22073,112.9774569
29169,56.58905256
22059,15.6617137
05025,24.79162577
29103,19.75872088
05011,41.10119916
29007,99.85620522
29137,54.75677869
19095,43.65261726
19011,66.96040656
55091,22.82469364
29205,27.47592981
55031,262.7023346
27157,34.54565762
29215,20.79785035
22009,51.25107812
29027,53.55383378
05065,44.67930669
22055,35.36032479
22021,31.35544099
05069,160.124352
29151,53.69549049
19101,32.60589752
55005,54.41053906
22113,9.56807254
55033,87.32687762
19107,9.79517645
29199,11.71623368
19019,31.41864977
55011,62.9757969
19191,31.10936111
27169,87.96546223
05085,13.40892232
05003,73.80348891
19065,19.70773434
29161,48.47873545
29091,48.79528301
22067,76.95227058
22045,55.35134582
05043,45.90489425
22099,11.07054925
29045,32.90987761
19183,42.15856954
22083,30.86275575
05145,60.39492444
55129,51.48622265
05063,64.48313266
29127,84.99665715
29125,9.17055969
19113,151.1988294
19103,59.76103098
22077,111.5180942
27075,142.2317622
22101,69.12986928
19087,20.13538958
29173,32.89758801
05001,28.60777661
05079,16.00838967
29149,18.44805294
55017,103.4383878
55035,69.55951577
29139,45.16483362
29073,35.30587689
19111,79.85832792
19055,45.38942915
19005,43.61863586
55121,51.14875424
55007,34.46458358
05041,57.50510829
55113,28.01874196
55107,79.16114302
19043,62.71289754
05049,15.38068045
22047,65.24135471
29055,66.23919536
29111,23.30725531
05135,21.29147411
19115,25.94624192
22065,53.58072586
05117,4.36125814
05017,52.24828055
17067,60.99291053
05067,62.39727359
28001,30.94599635
29163,72.05557599
17001,46.06222344
29219,48.87296655
05095,46.21665998
22121,79.4204027
05147,43.24016023
55063,57.98842922
19057,117.1717767
29071,136.0069092
19031,34.01508698
17149,74.74160389
22125,5.41131272
05075,80.16702134
19139,93.5972312
27055,28.66717012
22033,132.9083295
22037,30.3650976
05121,11.34151281
55123,21.70225915
22035,34.08780177
55023,60.95072855
17071,46.65944146
55053,91.26672412
28037,41.26709766
55043,74.17335794
29093,55.45713545
19061,72.43522268
28151,60.71839585
05123,65.4072761
28157,9.13117336
22007,7.078619
22005,83.81209782
28011,26.00381898
22109,33.96613405
29221,51.58896535
05037,80.46223109
28005,8.84916591
27031,9.80989374
05111,66.13001677
22063,25.70194366
29183,131.6141125
22093,68.9304504
28149,75.17926082
55119,31.62397737
55019,67.2608876
55081,78.02840521
17109,84.6662716
19163,88.85006178
19045,109.7292217
22057,41.57075371
55003,71.11922171
05055,42.562485
05031,88.4204521
29113,25.02176224
05077,19.57859271
17187,45.85705329
28133,25.64568552
05107,22.6548675
29189,229.0341255
29223,39.78768164
28049,134.0200212
05021,47.07631628
55099,73.07464142
22095,77.76217509
17085,108.2939002
29187,53.56337468
17171,21.87611502
28085,65.90270281
17161,76.19633608
29099,97.85609281
28027,60.44842572
17061,41.59794064
17137,106.934042
22105,70.58068963
22089,100.8910883
29023,57.74243006
05035,113.8190117
19097,35.45245276
28163,63.92506136
28113,46.48094671
28083,76.16577643
28135,49.55200988
17057,121.2882488
17095,154.6387393
17169,15.28563292
17017,20.96687146
55049,20.22032674
28029,35.02593607
55051,16.61257087
29186,64.00225934
17073,72.62668064
17083,17.10632303
28089,58.43198378
28051,66.28725723
29510,140.9518509
55073,85.98621262
17133,30.87381121
55057,86.75477638
28119,40.14681869
17015,93.89506585
22051,118.2318943
17195,86.60502487
28077,47.561353
28143,18.78635888
55103,1.97483002
28137,20.27541572
17163,328.8209682
17119,357.6437432
26053,23.96333486
28033,55.35570879
29207,83.30992935
28107,41.57182615
55141,126.05679
55111,47.62940745
05093,90.73862595
28121,98.44788632
47157,413.6603981
17117,124.7059328
29069,20.88850862
17157,131.3138578
22071,137.3318734
22103,65.26232212
28015,33.68456939
17125,55.77461759
55085,72.19305603
55069,61.30415556
22075,26.75894513
22087,26.08053327
28091,31.64327605
28127,38.97517967
17143,193.5005694
17167,194.6525582
17129,37.03272871
29143,79.74535624
29157,39.14135766
28161,35.40845455
17177,51.86643674
29155,35.75173726
22117,25.40392732
17011,141.1809863
55001,30.60818209
28007,19.86305121
55097,104.3722561
28043,35.50534021
55025,154.0181382
47167,33.05861312
29201,73.02692526
28097,46.68894959
55021,115.2704786
17179,130.8314149
29031,61.66033276
26131,53.6354045
28123,42.15478934
28093,65.44925942
17027,87.66342421
17189,62.22105643
17135,127.2475857
28109,51.05825138
17141,151.1664231
17077,81.77482447
55045,25.79174444
28045,69.27059466
28129,15.52891708
28031,33.17237547
17175,6.45423326
47047,58.0450803
17123,50.33219055
17103,49.07779974
28071,30.27577622
55077,21.3951742
17005,61.24610614
17145,102.0024485
47097,28.62502361
17021,88.21661412
17107,85.76888792
28013,11.04707466
47045,52.90216215
47095,26.00345545
47075,34.36180348
17003,27.75042575
28073,33.60009793
17181,40.3750804
28155,24.2341067
17155,26.33530769
28067,49.83520753
17201,92.57553243
28035,94.3187425
55105,146.4802706
21075,27.12652673
28009,22.3175579
17203,29.19804193
28101,65.10766685
28047,102.9008129
28099,42.69561434
28061,35.66928525
17051,63.04396229
55047,12.08701125
55135,63.16685197
17115,176.9205734
28019,20.74594702
17113,178.6298336
17153,24.91028703
47069,34.28630391
47131,51.33125598
21007,15.96648484
17099,202.120824
28131,20.31551912
28159,28.80593048
17199,78.63337199
17081,186.2545993
28111,32.49997925
17039,54.5236087
17121,123.93473
17055,119.6579217
28145,54.28766408
47033,12.57123865
28105,31.24986915
21039,14.33033428
28139,33.15152237
17173,58.264343
28025,49.05121898
21105,27.60415141
47053,127.9639501
55055,61.89554418
55027,143.6976429
47113,91.47112626
17087,31.01487762
26061,23.07877373
17037,109.8400844
17007,41.21822065
17105,129.0837179
28075,149.7897337
55041,38.7509267
28023,56.19260531
17127,51.90709167
28115,2.55539366
55039,84.24526584
47183,36.89967252
28059,116.6901558
21145,94.39778497
28041,11.10282212
28081,71.40020374
21083,44.4711799
17139,45.14731968
17049,87.8831005
47109,45.73041641
55127,69.05345541
28039,46.09523251
55139,93.76273487
17147,80.37328603
28017,16.0943382
55087,99.42549806
28095,129.41539
17151,11.37859773
17165,42.39799937
17111,109.1508269
47017,80.46261663
17065,40.49429257
17191,34.97773535
17025,54.15525668
47023,9.53456447
28153,19.48622686
26013,61.78476895
28087,139.3145855
28117,21.75982886
55115,27.04559664
28103,28.60298856
17093,36.82522242
17089,164.1037356
28003,81.7917025
17063,98.61403611
26071,35.47740934
55133,135.1369082
28069,30.09642388
21157,37.47359302
17041,90.99653284
17035,42.35758067
17029,81.7421664
17019,170.8396968
17053,72.63921394
47079,42.88749987
55075,129.9365702
01023,29.86752142
55131,88.47798223
28057,17.53743824
01119,37.62606712
55015,41.51498781
01097,233.0246875
17193,25.73958288
28141,76.63773225
17079,43.71550129
