FRANODEID,EFFICIENCY,LATITUDE,LONGITUDE
301466,0.0027034076864422664,44.07220619900814,-123.13513818757299
301467,0.0027984496672148642,44.05859977370033,-123.13489288192342
301472,0.002656849371424193,44.05766545661697,-123.13406989396913
301473,0.002745143807735475,44.05721270555534,-123.13354318207364
301474,0.0027029919363298245,44.0570109166588,-123.13334331321114
301478,0.0026717186062717195,44.056670076534104,-123.13300941480992
301479,0.002505102325955526,44.05363247509277,-123.13290024255345
301481,0.0025858188052999796,44.05649880873736,-123.13276722092448
301482,0.0026126088144284437,44.05680403929858,-123.13276016645456
301483,0.0026232410887902795,44.05640045674132,-123.1327507601952
301484,0.0028692793649587023,44.060413448595625,-123.13271522194427
301485,0.0025823090968774536,44.05612744447703,-123.13248740559496
301487,0.0024817786701987676,44.05635806475797,-123.13239099750032
301488,0.0025446770959952044,44.055891736734765,-123.13225226438279
301489,0.0024817786701987676,44.05591717341991,-123.13213939735556
301491,0.0028317097725785965,44.07025106043289,-123.13201292354671
301494,0.002950432939958026,44.070003488452485,-123.1315014632481
301495,0.0027442424334559526,44.06756996400465,-123.13129992711245
301496,0.0024700811820610115,44.054645353537886,-123.13112829768922
301497,0.0024371684240910322,44.054801366726096,-123.13111418964765
301499,0.0028808501988630175,44.06972813918941,-123.13088732461422
301500,0.002508183734156382,44.05435028976125,-123.13088140202157
301501,0.0024709558768433847,44.05307334877611,-123.13076618230659
301502,0.002372953851727735,44.05232379010226,-123.13070739835103
301504,0.002405162280753358,44.053500694420165,-123.13067447868914
301507,0.0028599217436572275,44.06941538233016,-123.13021797911624
301508,0.0024303927054570933,44.050478683471134,-123.13011014355291
301512,0.0027365680590914917,44.06674056264758,-123.12993618749312
301514,0.002920041356700505,44.06915356263397,-123.1296553983898
301522,0.002719231162087681,44.06024798726144,-123.12899363646946
301523,0.0026105868595538632,44.067746997259604,-123.12898560732744
301524,0.0023391507507472997,44.050181900236666,-123.12885449731341
301527,0.002866004860651238,44.06871040941136,-123.12855861022514
301531,0.002562034812280132,44.06653201072719,-123.12762547803722
301532,0.002866059693466814,44.06035677247936,-123.12759805965811
301533,0.002674813941451203,44.06649974243786,-123.1274795404311
301534,0.0029462100535127744,44.06810848939409,-123.12741446018372
301536,0.0026676990552409537,44.06666810252148,-123.1271506977483
301540,0.002753753367234696,44.065323869767404,-123.12671283103106
301543,0.00295514753932913,44.0676318794894,-123.12652251754821
301544,0.002743936079281721,44.066099885804284,-123.12651246719682
301545,0.00255263572712439,44.06558497765765,-123.12641906935674
301546,0.00255263572712439,44.065700025824185,-123.12626729449791
301547,0.0029041845498524485,44.06761789889146,-123.1262158030658
301549,0.0027329704799333486,44.06590346463535,-123.1260590919645
301550,0.0026958671093529345,44.06765213456865,-123.1260078718236
301551,0.002873934811412072,44.06033831853261,-123.12580913034681
301553,0.0028025288487517016,44.065708443501634,-123.12574386953804
301556,0.002882295883874308,44.06409114756986,-123.12545889069226
301557,0.00238092446255049,44.05010388857758,-123.12531564533704
301558,0.002774715843204923,44.06723770991679,-123.12510832045767
301560,0.0026586266281275017,44.06471509701553,-123.12463280624519
301561,0.0028474546017964153,44.06693294107658,-123.12444679389593
301562,0.0023014124580253287,44.05013671202135,-123.12427528394863
301563,0.0027921333269852987,44.06647275019914,-123.12426093246364
301565,0.002743936079281721,44.06453691088349,-123.12403349250843
301566,0.002908313864942106,44.06390977661169,-123.12390139434758
301567,0.0029092759232586507,44.066532490956035,-123.1238551859077
301568,0.002931632367283595,44.06031398632335,-123.12383294990948
301569,0.0023014124580253287,44.0500937131643,-123.12371434444418
301572,0.0029264260793022993,44.066255409881364,-123.12329143018484
301578,0.0029743360885889185,44.0658824789244,-123.12269410891139
301579,0.0028213270190631428,44.06454953797003,-123.12267725561836
301581,0.0029424832533887163,44.065522648215726,-123.12223531144801
301582,0.0029032659496354275,44.0645256858002,-123.12210323933832
301586,0.0026721525451200026,44.060185377846516,-123.12165980396463
301587,0.0026721525451200026,44.06012926958602,-123.12151760245176
301588,0.002750479627583953,44.059995772032586,-123.12133783968197
301589,0.0030033052115137826,44.06028947851805,-123.12131563153147
301590,0.003014687855478442,44.06473269303482,-123.12097914598228
301591,0.003007007762232883,44.06032720691318,-123.12071194928753
301593,0.003023980568392616,44.06438075035438,-123.12041823342729
301594,0.0027772625753099377,44.06049262800281,-123.12035779118169
301595,0.0030578066128161673,44.064366240975716,-123.12024920283017
301596,0.002655225653528481,44.37735257006383,-123.12015496147204
301597,0.003086640212824468,44.06417326228653,-123.12007816000681
301598,0.003147564341854562,44.064197927921285,-123.11996748486887
301599,0.0031718100028059067,44.06403387014437,-123.11958145813001
301600,0.002792253339387117,44.06015248767184,-123.11946508946981
301601,0.0031264236286163553,44.06381777313911,-123.11936984199852
301603,0.00305195618310444,44.06362479330756,-123.11920684808014
301604,0.002985966323672835,44.06355839708003,-123.11919129734423
301605,0.003040816362942132,44.06339902904718,-123.11892505555863
301606,0.003052165600762994,44.06313640103127,-123.11850650351833
301607,0.0027837347614247106,44.377245566413315,-123.11812183862546
301608,0.0028950243544616865,44.06005575042902,-123.11775063678374
301610,0.0030643999454752564,44.06173762548347,-123.11619440796196
301611,0.0030112022431792443,44.05999383734871,-123.11617033490897
301612,0.0027768772783628272,44.06026857344567,-123.11597715759702
301613,0.0027907396368891963,44.06030920354184,-123.1159503267161
301614,0.003103808775813453,44.061201601649095,-123.11517828671317
301618,0.0029294488907347237,44.05970555777067,-123.11416611625498
301619,0.0029441234842036133,44.05961849263374,-123.1138683004838
301622,0.003039282425461129,44.0595256226259,-123.11360268123069
301624,0.002542894588491661,44.61551735688714,-123.11299726523822
301628,0.0030957219781527785,44.0586047690076,-123.11053188475503
301630,0.002601198012927303,44.54108855171481,-123.10854907025933
301631,0.0025961819631972085,44.6103012839675,-123.10851805592414
301632,0.002542894588491661,44.615201312122295,-123.10850349872496
301633,0.002707162418849159,44.618583576623045,-123.1084960885222
301634,0.002637955675000404,44.61656858513238,-123.10848780695359
301635,0.0027751289092864946,44.61915064730434,-123.10842672690413
301636,0.00276757580798553,44.619813664306285,-123.10842163974469
301637,0.0027421169558759155,44.60072644956637,-123.10841211311111
301638,0.0026401201537773673,44.46121988393125,-123.1084083338987
301639,0.0027061442133518303,44.53913357742319,-123.10839331766043
301640,0.002601198012927303,44.54117209563677,-123.10838942436196
301641,0.0027407528874402666,44.57883900822827,-123.10837471894078
301642,0.0026880960415957868,44.38228594550787,-123.10835349893712
301643,0.002795389977859931,44.46194490316104,-123.10833170221507
301644,0.0027527291013950336,44.45740714806888,-123.10832750887931
301645,0.0026143432947872297,44.381028725333,-123.10832471332218
301646,0.002767843806987072,44.5559112808437,-123.10832119641783
301647,0.002726149667718158,44.38202376933464,-123.10831607871566
301648,0.002807786989233995,44.4402947007154,-123.10831169673372
301649,0.0027916568368861433,44.53761877677466,-123.10827217804771
301650,0.0028291203557104425,44.386013984914236,-123.10823748960301
301651,0.002729454139921747,44.38566911485763,-123.10823663440686
301652,0.0028294415188741717,44.37625254209768,-123.10823494198087
301653,0.002807892971923331,44.38062242242503,-123.10823494108256
301654,0.0028612849631934178,44.368285646845244,-123.10823065342372
301656,0.0028485574624594707,44.38099264709915,-123.10817736446276
301657,0.0026498304506280923,44.55895250669904,-123.10815266708063
301659,0.002686585410611868,44.6220642456902,-123.10810809806611
301660,0.0025842482223454666,44.62232999993029,-123.10798999925068
301661,0.0025389907760860727,44.62277245677564,-123.10787901509228
301662,0.0025842482223454666,44.62313776466272,-123.10781311558134
301663,0.002657773505026647,44.62352099996349,-123.10760913962135
301665,0.0026965633802724766,44.62421015577839,-123.10728948670392
301666,0.002665990319559144,44.62452336392655,-123.1070754882403
301669,0.0026100155452159633,44.62473073669859,-123.1069448740963
301670,0.0026412712331543684,44.62471665881477,-123.10690367556074
301672,0.002541863360231727,44.62552680577657,-123.1064447271804
301673,0.0025937075204160295,44.62520134293742,-123.10633512013933
301674,0.002462858296011598,44.62603539499044,-123.10614576965047
301676,0.002524188569917887,44.62585624028407,-123.1055503680768
301679,0.0024756347307288073,44.62623609409759,-123.10512201721336
301681,0.0023863696990739543,44.62666469054273,-123.10456892628955
301683,0.002491747448138581,44.62791011939128,-123.10373105055604
301692,0.002731323701255236,44.62978170567386,-123.10329996881414
301693,0.0025543999150612435,44.62862610156093,-123.10326268872986
301694,0.0025671886730123804,44.628896693436005,-123.10302026936729
301698,0.0025943504032897723,44.62930442262808,-123.10265500898286
301699,0.002463852908197392,44.629914349839204,-123.10264513470125
301700,0.002799415835435814,44.05650583843884,-123.10264185495217
301701,0.002799415835435814,44.05644924315296,-123.10251709602719
301702,0.0026554722956944115,44.62962442971086,-123.10236832962622
301704,0.0029406948553486246,44.056450694414124,-123.10210659289179
301705,0.002543168788725562,44.630350568865786,-123.10205543293806
301708,0.0026118058471503677,44.63066643655633,-123.10160341595844
301710,0.0026727039518131923,44.6308597109888,-123.10133275356336
301711,0.0030766306165857338,44.056436183737546,-123.10117893683389
301713,0.0027127506935962164,44.631387427992095,-123.10060549817057
301717,0.0025538733023751166,44.63081601398895,-123.10006888145077
301718,0.0027348316516057117,44.63187480592812,-123.09994649587478
301719,0.0027450410845308118,44.63203950476262,-123.09965936017397
301723,0.002685113474968546,44.632276469916526,-123.09929690882146
301735,0.0031190421247044966,44.056151969499076,-123.09841641521426
301738,0.0026930974631279437,44.6328478695407,-123.09813424001045
301740,0.0030874523870031384,44.05604001513435,-123.09803577387557
301741,0.002433653995706402,44.63112357040986,-123.09784004355154
301742,0.0025771980528103682,44.6330444953808,-123.09778826376028
301748,0.0026474059995227825,44.6333117073613,-123.09716221166909
301750,0.0026006164600602204,44.63100088455541,-123.09690096451646
301752,0.002722704092026869,44.6335835194623,-123.09670523239585
301758,0.0027294251393182854,44.63371144172927,-123.09633462973045
301762,0.002528063116153903,44.63105236723128,-123.0959149242533
301763,0.0027606041686768336,44.633762096726244,-123.0958183185293
301767,0.0027766192474367405,44.6340729974261,-123.0950369297592
301771,0.0027520917560358636,44.63496673113517,-123.09269792786345
301772,0.0024336539957064023,44.63044606395998,-123.09257126181514
301773,0.00280398728665394,44.635153235793055,-123.09215760559312
301774,0.002763801931751012,44.635470583378726,-123.09117635874026
301777,0.0030656393045343003,44.05502891139557,-123.09011270583316
301856,0.002981291217811081,44.04803143071993,-123.06386126343817
301863,0.0027660416392993707,44.659189832151306,-123.06265832944119
301865,0.00276814759210229,44.66126444936052,-123.06192532393227
301866,0.002698969037243038,44.66164702332618,-123.06168995454806
301867,0.0027232408519138685,44.66236002069821,-123.06159445195526
301869,0.0026291620825555145,44.66226809675985,-123.0610595537126
301872,0.0025339042953413777,44.66298696848447,-123.06077518661952
301873,0.0025339042953413777,44.66297474255601,-123.0607135190719
301874,0.0027512331989828494,44.66480411275591,-123.06067468849541
301875,0.002587388370752379,44.66435133267966,-123.06067240587629
301876,0.0027431004981720935,44.66633181985642,-123.06013491779065
301878,0.002716032316616946,44.66806818487367,-123.0595002858902
301884,0.002685461500403928,44.6742704259333,-123.05728861838934
301885,0.0027035410241530917,44.67464101191569,-123.05723461077615
301886,0.0026199378562173467,44.674896073986815,-123.05715256943787
301888,0.0025548198228585238,44.67907789239807,-123.05564815095009
301890,0.00248401544319469,44.68042074456975,-123.05518163785673
301892,0.0027086161175106003,44.68917023887983,-123.05380976399249
301896,0.0029321466068036924,44.040273286800044,-123.04490764817307
301899,0.0029038836108206565,44.03993193576915,-123.0444089664094
301916,0.0028948301074858762,44.040158517917355,-123.03428457317003
301927,0.0027990160254670535,44.9273540195484,-123.02790050336394
301928,0.0027684951233175156,44.932354928656586,-123.02789584919245
301929,0.002772182364698908,44.92656903574652,-123.02784407928263
301930,0.0027626790585115945,44.927011535571104,-123.02782349798115
301931,0.002734916422059412,44.926179626441154,-123.0278112278927
301932,0.0025622570940493656,44.93034855691674,-123.02780415994803
301933,0.0026545358250405523,44.929591219607126,-123.02778518034272
301934,0.0027115809963887544,44.92582096066971,-123.02776505089383
301935,0.0026872238476412054,44.92540543021877,-123.027712716842
301936,0.002654410644228297,44.92504457356027,-123.02767269599777
301937,0.0025179083173168925,44.92574878940539,-123.0276449901578
301938,0.002441771734622913,44.9220264051456,-123.02762344137076
301939,0.0025995206096955112,44.92459185713448,-123.02762036194596
301940,0.002633574907542656,44.9249898986702,-123.0275895784778
301941,0.002532556351690307,44.92430973059679,-123.02758342052654
301942,0.0025910123129724155,44.924771195409235,-123.02753108737303
301943,0.002441771734622913,44.92203296619377,-123.0275064591612
301944,0.002522831669566326,44.92453936852202,-123.02746028126401
301945,0.0025980522557631216,44.91911962683181,-123.02736177021335
301946,0.002657597755762796,44.91884403292488,-123.02734945610743
301947,0.0026984336337662015,44.918349709989286,-123.0273094352632
301948,0.0024320839030060027,44.92209639301289,-123.02730635763504
301949,0.00272486873630391,44.918047865111824,-123.02727249474208
301950,0.0027640883049668717,44.917238860782845,-123.02707374787538
301951,0.0024945168855809276,44.91999014526828,-123.02699543185058
301952,0.002522831669566326,44.9241675715389,-123.02643514811628
301953,0.0027731719869603516,44.04431991532093,-123.02581525217977
301954,0.0027058565745925124,44.043035802322876,-123.02498896112017
301955,0.0024320839030060027,44.92413257760541,-123.02476045935632
301956,0.0027058565745925124,44.04158423532739,-123.0244992184919
301957,0.0028208156495934376,44.04364354011729,-123.02423229937658
301958,0.0027773908802265677,44.91260342491325,-123.02401782839911
301959,0.0026497874235496604,44.910352463966284,-123.02387693573166
301960,0.0029162850296153217,44.04390506712191,-123.02374785052025
301961,0.0024320839030060027,44.922135762422926,-123.02355677436776
301962,0.0024320839030060027,44.924158824011606,-123.02340593016355
301963,0.0027949818397111107,44.91147190883469,-123.02274438473718
301964,0.002910284497435867,44.04430688551634,-123.02265026105835
301965,0.0029150199527826124,44.044408432553425,-123.02237287926492
301966,0.002897530154672448,44.044826128017434,-123.02043880106832
301969,0.00281563003785573,44.043302002518864,-123.01951360819092
301970,0.002694294191103444,44.044682371838654,-123.01919355192992
301972,0.0026989149269164713,44.04275453286723,-123.01909350116682
301973,0.0026989149269164713,44.04291190951251,-123.01901458416911
301974,0.0029302368710016785,44.0447538057257,-123.01900380258908
301982,0.002754586269736759,44.90853499208939,-123.01847525902873
301983,0.002903299769948471,44.04463106263933,-123.01837720162725
301986,0.0028208833774515064,44.044513783933574,-123.0178995862553
301993,0.002632985688469058,44.90703983734982,-123.01683339470922
302000,0.002721859502335611,44.90658505379512,-123.01535608558007
302001,0.0025925510408656496,44.955066261218185,-123.01529529478816
302005,0.0026989559689897425,44.95934002153996,-123.01438791550282
302006,0.002787908088253777,44.959758352489516,-123.01418802957231
302009,0.0026848748315208316,44.714786557749605,-123.01377452606388
302012,0.002787713944076472,44.96127691870035,-123.01331421044769
302014,0.0029204494976282996,44.043800336484466,-123.01252048062221
302019,0.0029437107469363565,44.04375375833713,-123.01183702618438
302021,0.0026108973452258826,44.90450490770243,-123.01164299008299
302023,0.0025925510408656496,44.96156611999281,-123.01148337203341
302024,0.002934559813701656,44.043700292281784,-123.01145705678552
302026,0.0027532248558582626,44.965060366460264,-123.01113712988189
302027,0.002864638445953724,44.04366595235359,-123.01098601528479
302033,0.0026361788103624983,44.968175654811304,-123.00942492837396
302039,0.0027746338831573965,44.970185361253144,-123.0081351210008
302040,0.0026491584993870664,44.97120758140777,-123.00724657399708
302042,0.002695565880100686,44.721484356837905,-123.00666139614964
302043,0.0025365769316696043,44.71922850625381,-123.00665150120679
302045,0.0025365769316696043,44.71875650412911,-123.00651311573729
302046,0.0026293474389881976,44.71989250052823,-123.00650937515242
302049,0.002737692171894855,44.97489088433454,-123.00548942079233
302052,0.0027825989120832248,44.97547111245583,-123.00508305439881
302054,0.0027100975584571445,44.97729026849237,-123.00407906399961
302055,0.002680766825429631,44.899511373506236,-123.00404084607416
302057,0.0025447053733483084,44.97825377965008,-123.00354050422385
302058,0.002639697953161597,44.97958572226982,-123.0029769605034
302062,0.002597924241358369,44.97785970780994,-123.00220798645051
302063,0.0027744999194580125,44.98143884010042,-123.00219634069119
302067,0.0026882685753275995,44.04190916736412,-123.00128465847563
302068,0.0027869565021113566,44.04233187519277,-123.00124401060734
302070,0.0025447053733483084,44.98414316377562,-123.00086189243832
302075,0.0027301513578857654,44.04201178978758,-122.99897787735247
302076,0.0027020451517837593,44.04052900657968,-122.99837522996773
302081,0.0027384144772246806,44.04178455349054,-122.99717919682878
302085,0.0028134311452437874,44.041503559637725,-122.99598007618017
302086,0.0026136127611375024,44.04204599765305,-122.9959597517969
302087,0.0026617469048081078,44.0435779912673,-122.99564472969472
302088,0.00283435720065487,44.04145490878918,-122.99538343582972
302091,0.0029276633212876667,44.041422927102985,-122.99443883395227
302095,0.002800322149592121,44.04146935210482,-122.99343956869146
302099,0.002718571964118168,44.04149134349418,-122.99252159737061
302102,0.0028716167895452534,44.041359396972645,-122.99225738487925
302103,0.0026408667361685046,44.06157033779229,-122.99199035257622
302104,0.0026672192901878587,44.04150111615094,-122.99198978484095
302106,0.0029423317284505658,44.04126887402283,-122.99164044709495
302109,0.002562561644104308,44.041462022285614,-122.99144780967048
302112,0.0029522640367302963,44.0412405090519,-122.99124732186876
302115,0.002941454780950575,44.04116062716112,-122.99075184888724
302132,0.0029391814035131425,44.04102768674424,-122.98888320397596
302135,0.0029518176263071054,44.041038669607005,-122.98844993842958
302145,0.002606647408073287,44.04113704453152,-122.9873965433847
302153,0.0026592016150987583,44.04066658460686,-122.98576167155136
302157,0.0026799102801522167,44.04854223014179,-122.98541390136552
302159,0.002806760572532827,44.04676522552513,-122.98527188131237
302160,0.002731256459302029,44.04763146614105,-122.98525644376421
302161,0.0027613925743690143,44.04960885334,-122.98525026874493
302162,0.0029153228320800907,44.04632642841041,-122.98521246584117
302163,0.0028809556958058974,44.04997159644665,-122.98519606889228
302164,0.002857935491264611,44.05389407678766,-122.9851790898351
302165,0.002823045706837921,44.0563115836386,-122.98517043007577
302166,0.0027732497831225644,44.06070167695752,-122.98515979581944
302167,0.0027352305672953253,44.06157705639514,-122.98515645049332
302168,0.002710098127422155,44.06222185022949,-122.98513381384646
302169,0.0026592016150987583,44.04071854105292,-122.98508396722966
302177,0.002620348314702473,44.06328084700378,-122.98471784356425
302179,0.0025146083703925545,44.063830828344464,-122.98430066953956
302183,0.0028262544613782167,44.0549901395712,-122.98383532695105
302184,0.002777314918743271,44.04062171329956,-122.98375474896838
302185,0.002660571968053237,44.88369421042367,-122.98356263256677
302186,0.0026736097972515334,44.063284641278116,-122.9833832084618
302196,0.0026027807406628026,44.06314223446786,-122.9819907649742
302199,0.00255539431470018,44.0630863536458,-122.98167077878179
302202,0.002411702386921945,44.06277990963592,-122.98112830055474
302203,0.002882464235516136,44.04050602812306,-122.98106780980017
302206,0.0025637490570607985,44.06302686761388,-122.9810208054529
302209,0.0026268006249496227,44.06298213589113,-122.9806708316997
302212,0.0025637490570607985,44.06298180151816,-122.98058582502266
302215,0.002492733746995456,44.063107985854224,-122.98031083454451
302220,0.0025006733569451927,44.06292952570789,-122.97987085229477
302230,0.002782470557466196,44.054155987216774,-122.97938275178683
302239,0.0026062606152256634,44.060351726968065,-122.97875839930816
302242,0.002411702386921945,44.062933132161874,-122.97840591476371
302243,0.002458899645142051,44.063010644081615,-122.97840591476371
302244,0.002458899645142051,44.06297278894041,-122.97840091474085
302245,0.0024536779311666395,44.063061116920004,-122.97839591471798
302255,0.0026503867380131053,44.054094232596555,-122.97725096248104
302256,0.002748800197502564,44.05401058349973,-122.97722225412117
302259,0.0027227618003295884,44.0539539516119,-122.97646883978733
302261,0.002621455158826222,44.05400408741776,-122.97584852074431
302262,0.00270444959373761,44.05390803480239,-122.97578121536995
302265,0.002680032337488001,44.05387742271546,-122.97532279789392
302268,0.002651312910623298,44.05382019286775,-122.97512104975586
302272,0.0025977096223444894,44.05364350791298,-122.97465106916552
302302,0.0025146083703925545,44.067632878656646,-122.97055708169977
302314,0.0026276132648982826,44.05342175034976,-122.96821633527573
302326,0.0025790075765065494,45.04174734841512,-122.9660140201353
302333,0.002517997447205004,44.05330816646088,-122.9649464703365
302339,0.0026695610338339387,44.05309813589162,-122.9641958695261
302341,0.002640841606969239,44.05305215256571,-122.96415650265543
302350,0.0026753963905554266,44.053052437927946,-122.96361833903669
302353,0.002676600790652212,45.04469087968433,-122.96348819291498
302359,0.002684742178915851,44.05299913069416,-122.96290832950073
302362,0.002639545486740907,45.05670872578444,-122.9627556365637
302365,0.0026864739180271335,44.05294249913034,-122.96257512819219
302368,0.0025790075765065494,45.0453300879142,-122.96245573580272
302369,0.0026306896031749313,44.052861112588886,-122.96229614829586
302370,0.002652098630474039,44.05288433481594,-122.96226527319955
302373,0.0025516614424313296,44.05264529761346,-122.96193748154563
302375,0.002570210959696281,44.052873358023035,-122.9616743155916
302376,0.002478930914970111,44.052397338873895,-122.96159366843862
302377,0.0025614086418520934,44.05245091006329,-122.96153212216356
302378,0.0025130709782473313,44.05233652696716,-122.9612975971957
302382,0.0025917619726353244,44.053903706010466,-122.9603106388543
302383,0.0024501368921915193,44.05305856030273,-122.96010806246953
302386,0.0024973641001520787,44.05581077000365,-122.96000502840138
302407,0.00261683340590515,44.05284918027693,-122.95856733317963
302409,0.0027587640956312025,45.050698540348286,-122.95838150049345
302413,0.002561073448863995,44.05284918027693,-122.95817417920735
302414,0.002556448502200079,44.053041721995044,-122.95783720407627
302415,0.002437157203166938,44.05140396209047,-122.95767166523068
302416,0.00241343747439348,44.057801691451786,-122.95766606064161
302417,0.0023838427895632344,44.05143610625297,-122.95762497619211
302418,0.0027514432782385643,45.0516038399427,-122.95760254346283
302419,0.0025130709782473313,44.051538659230765,-122.95752310544225
302420,0.0023838427895632344,44.05144835133618,-122.95748914912451
302421,0.002494528432707017,44.05328508837173,-122.95742760195111
302423,0.0024746859196005497,44.05326212842089,-122.95726843036425
302424,0.0025169748310765647,44.05363865357566,-122.95712411331893
302426,0.0024886353555062363,44.051483555129195,-122.95695008629217
