FRANODEID,ECCENTRICITY,LATITUDE,LONGITUDE
326469,1247,44.02090397,-116.9634728
326471,1245,44.02020257,-116.9631625
326475,1246,44.02440666,-116.9618327
326476,1248,44.02510152,-116.9618248
326477,1245,44.02474246,-116.9617265
326478,1244,44.02455916,-116.961708
326480,1246,44.025896,-116.9613616
326481,1247,44.02720268,-116.9609483
326482,1247,44.0276351,-116.9608688
326483,1248,44.02798355,-116.9607013
326484,1249,44.03078644,-116.9598148
326486,1248,44.03121876,-116.959425
326487,1231,43.79182479,-116.9586991
326489,1250,44.03493057,-116.9580664
326492,1250,44.04259135,-116.9560809
326497,1148,40.6568809,-116.9525648
326501,1266,44.21967757,-116.9499962
326503,1251,44.05730946,-116.9492553
326505,1230,43.78609158,-116.9486684
326507,1264,44.2239118,-116.9477666
326509,1231,43.78490678,-116.9459348
326510,1268,44.21797863,-116.9458559
326511,1265,44.22078402,-116.9457917
326512,1266,44.21914219,-116.9457774
326513,1267,44.218978,-116.9457702
326514,1268,44.21796435,-116.9457631
326515,1267,44.21796435,-116.9456917
326517,1230,43.78443851,-116.9450708
326519,1149,40.65074276,-116.9446703
326521,1231,43.78424988,-116.9442663
326534,1252,44.07066886,-116.9410444
326535,1231,43.78249383,-116.9409875
326537,1230,43.78223264,-116.9406481
326538,1148,40.64742058,-116.9404495
326540,1229,43.78166469,-116.9400029
326541,1229,43.78167329,-116.9399688
326545,1147,40.64618252,-116.9389486
326546,1147,40.64615516,-116.9388454
326547,1228,43.78084425,-116.9384391
326548,1253,44.07602398,-116.9377531
326549,1254,44.07642262,-116.9375951
326550,1254,44.07641364,-116.9375136
326551,1255,44.07692974,-116.937061
326554,1256,44.07734019,-116.9367148
326555,1232,43.78007154,-116.9365569
326556,1227,43.77979529,-116.9365037
326557,1228,43.77971138,-116.9364451
326558,1148,40.64560841,-116.9363114
326559,1257,44.07831815,-116.9361866
326560,1257,44.07868935,-116.9358154
326562,1146,40.64334564,-116.9353391
326564,1255,44.08166695,-116.9343514
326565,1257,44.08135196,-116.9341593
326567,1257,44.08190519,-116.9339808
326568,1256,44.08179097,-116.9338916
326569,1256,44.08254332,-116.9338639
326570,1228,43.77857248,-116.9337206
326571,1256,44.0824834,-116.9336774
326572,1255,44.08288239,-116.9335378
326574,1263,44.20935814,-116.9323065
326575,1264,44.20909236,-116.9320985
326578,1142,33.92563971,-116.9312243
326580,1257,44.08912209,-116.9297549
326581,1263,44.20626636,-116.9291195
326582,1262,44.20593568,-116.9286763
326585,1227,43.77182433,-116.9219137
326586,1228,43.77022057,-116.9200767
326588,1256,44.10588236,-116.9194018
326596,1145,40.62854848,-116.9165192
326604,1146,40.62589484,-116.9132981
326608,1226,43.76630056,-116.9115172
326617,1257,44.12367257,-116.9096059
326618,1258,44.12488658,-116.9088644
326620,1259,44.12356836,-116.9087788
326622,1141,33.92346544,-116.9083791
326623,1258,44.12695854,-116.9078105
326640,1261,44.1798711,-116.9010341
326651,1259,44.15257915,-116.8938118
326653,1262,44.16797307,-116.8917553
326654,1260,44.15751743,-116.8916162
326655,1261,44.16414214,-116.8908987
326657,1144,40.70564351,-116.8906704
326661,1143,40.70090419,-116.8851628
326667,1349,34.86245839,-116.8823184
326680,1143,40.69546239,-116.8768933
326685,1141,33.92377889,-116.8735402
326687,1140,33.92351342,-116.8709109
326690,1142,40.69077974,-116.8705726
326692,1348,34.87330023,-116.8698531
326693,1145,40.69059045,-116.8694337
326694,1145,40.69064399,-116.8693653
326696,1144,40.69017458,-116.8686776
326699,1144,40.68964697,-116.86807
326704,1143,40.6888517,-116.8669212
326707,1143,40.68866384,-116.8665024
326712,1142,40.68720259,-116.8645647
326713,1141,40.68548761,-116.8629489
326714,1347,34.88177602,-116.8627218
326725,1346,34.88495528,-116.8601268
326728,1349,34.86822754,-116.859265
326733,1350,34.86775712,-116.8569914
326737,1351,34.86435966,-116.8548091
326746,1345,34.89457209,-116.848713
326747,1345,34.89463448,-116.8481069
326748,1346,34.89470488,-116.8474916
326749,1347,34.89476739,-116.8469728
326750,1348,34.89492643,-116.8455319
326751,1349,34.8950591,-116.8443138
326753,1345,34.89658044,-116.8439779
326755,1345,34.89719369,-116.8426622
326758,1348,34.89746957,-116.8363036
326760,1347,34.89806351,-116.8351674
326761,1346,34.8986421,-116.8340515
326766,1345,34.90025504,-116.8293015
326767,1344,34.90136904,-116.8267356
326770,1344,34.90365242,-116.8207563
326772,1139,33.92778778,-116.8173266
326776,1343,34.90541088,-116.8150271
326780,1138,33.92448972,-116.8130824
326783,1140,33.92022024,-116.8080554
326790,1225,43.72568526,-116.803407
326793,1224,43.72531452,-116.8022408
326803,1223,43.72246383,-116.7932739
326805,1222,43.72219884,-116.7924404
326814,1138,33.91660888,-116.7811045
326819,1137,33.91717579,-116.7770521
326831,1221,43.70965999,-116.7636019
326842,1144,40.65765424,-116.753233
326845,1220,43.70284548,-116.7492156
326858,1342,34.92325399,-116.7332494
326864,1219,43.69314371,-116.7287417
326867,1143,40.66886447,-116.7252302
326868,1144,40.67085611,-116.7213079
326871,1145,40.67175632,-116.7194007
326872,1145,40.67249157,-116.7180408
326881,1142,40.69533302,-116.7101272
326896,1136,33.92178047,-116.7031987
326906,1141,40.69653851,-116.6981777
326907,1219,43.67181384,-116.6937966
326910,1140,40.69713241,-116.6919295
326912,1218,43.6697441,-116.6908372
326913,1218,43.66938917,-116.6902298
326914,1217,43.66912377,-116.6899244
326915,1216,43.66873982,-116.6893594
326916,1219,43.66888032,-116.6891921
326917,1217,43.66848873,-116.6888687
326919,1218,43.66600847,-116.685268
326921,1219,43.66459218,-116.6831937
326923,1220,43.66405799,-116.6824215
326929,1142,40.67419941,-116.6757182
326930,1215,43.65906735,-116.6751446
326933,1214,43.65680112,-116.6718173
326936,1216,43.65388936,-116.6674131
326937,1143,40.67410401,-116.6663889
326939,1213,43.65065721,-116.662773
326941,1341,34.95641047,-116.6529028
326943,1212,43.6409201,-116.6483962
326951,1211,43.62331028,-116.622562
326960,1210,43.61691849,-116.6131866
326962,1209,43.61597141,-116.6117964
326965,1208,43.6106328,-116.6039601
326967,1225,43.67397658,-116.6035723
326968,1135,33.90062242,-116.6028127
326969,1224,43.67229794,-116.6027302
326970,1340,34.97840455,-116.6026271
326971,1224,43.66926968,-116.6013192
326972,1223,43.66846993,-116.6008722
326973,1225,43.6654495,-116.5995625
326974,1222,43.66510294,-116.5992349
326975,1221,43.66352257,-116.5984611
326977,1220,43.66280992,-116.5981137
326978,1219,43.66219245,-116.5978852
326979,1219,43.66146077,-116.5974569
326980,1141,40.6870701,-116.5971166
326982,1218,43.65908725,-116.5963184
326983,1139,40.70687178,-116.5955519
326984,1140,40.68814442,-116.5935641
326985,1142,40.68781835,-116.5935386
326986,1339,34.98248062,-116.5932706
326987,1207,43.60303756,-116.5928324
326992,1143,40.68823323,-116.5912693
326993,1144,40.68829817,-116.5908216
326995,1217,43.6469056,-116.5904649
326997,1145,40.68840033,-116.5902477
326999,1206,43.60083225,-116.5897394
327000,1205,43.60065684,-116.5894127
327003,1204,43.60042019,-116.5889719
327004,1216,43.64239771,-116.5882591
327005,1207,43.59975632,-116.5881771
327007,1208,43.59885213,-116.5873562
327009,1209,43.59862436,-116.5871571
327010,1144,40.68950019,-116.5870392
327011,1209,43.59806494,-116.5870191
327012,1207,43.59920208,-116.5869622
327013,1208,43.59891506,-116.5869475
327014,1210,43.59837255,-116.5869452
327015,1209,43.5986557,-116.5866406
327016,1145,40.68961704,-116.5864309
327017,1211,43.59785751,-116.5863854
327018,1145,40.68978198,-116.5858864
327019,1146,40.68994616,-116.5851178
327020,1146,40.69004046,-116.5848066
327022,1146,40.69017199,-116.5841643
327024,1210,43.59506509,-116.5839114
327025,1210,43.59469798,-116.5834819
327026,1143,40.69062847,-116.5832862
327027,1211,43.59448105,-116.5831797
327028,1212,43.594285,-116.5829664
327029,1213,43.59403955,-116.5827216
327030,1144,40.69077039,-116.5825942
327031,1214,43.59380398,-116.5824884
327032,1215,43.59359697,-116.5822862
327033,1144,40.69089231,-116.5821963
327034,1216,43.59337806,-116.5820768
327035,1216,43.59289265,-116.5816128
327036,1145,40.69103561,-116.5815397
327037,1145,40.69113773,-116.5811909
327039,1134,33.90128308,-116.580851
327040,1145,40.69132149,-116.5803423
327043,1215,43.61926951,-116.5770851
327045,1217,43.5899476,-116.5770385
327046,1214,43.61901644,-116.5769628
327047,1216,43.61886782,-116.5769484
327049,1217,43.61849472,-116.5768308
327050,1144,40.69246159,-116.576797
327051,1216,43.58982533,-116.5767754
327052,1215,43.5896777,-116.5764577
327053,1218,43.60580934,-116.5763168
327054,1219,43.60519242,-116.5763147
327055,1216,43.60519258,-116.5762597
327056,1215,43.60597875,-116.5762521
327057,1215,43.58955355,-116.5761906
327058,1143,40.69274019,-116.5761499
327060,1214,43.58940674,-116.5757926
327061,1142,40.69290827,-116.5757853
327062,1219,43.60701239,-116.5756715
327063,1219,43.60700668,-116.575622
327064,1217,43.60854286,-116.5756184
327065,1218,43.6079794,-116.5756144
327066,1213,43.58929138,-116.5754032
327067,1218,43.60689627,-116.5753575
327068,1217,43.60931571,-116.5753555
327069,1217,43.60828778,-116.5753517
327070,1216,43.61063869,-116.5752451
327071,1212,43.58924973,-116.5751981
327073,1217,43.60689437,-116.5750205
327074,1216,43.60742166,-116.5750186
327075,1214,43.61493457,-116.5749901
327076,1215,43.61134872,-116.5749025
327077,1215,43.61454624,-116.5748601
327079,1211,43.58918069,-116.5748289
327080,1215,43.61431115,-116.574745
327081,1214,43.6139804,-116.5745856
327082,1213,43.61359493,-116.5744
327083,1141,40.69355333,-116.57431
327084,1215,43.61244565,-116.5742834
327085,1214,43.61283351,-116.5742834
327086,1216,43.60986775,-116.5742781
327087,1217,43.60679919,-116.5742648
327088,1217,43.6068011,-116.5742286
327089,1140,40.69377594,-116.5737993
327093,1212,43.58923066,-116.5735892
327094,1210,43.58930204,-116.5735369
327095,1213,43.61191873,-116.5735313
327096,1212,43.61166574,-116.573409
327097,1210,43.58926159,-116.573011
327098,1211,43.58899271,-116.5729444
327099,1211,43.61059802,-116.5728937
327100,1211,43.58896891,-116.5726755
327101,1141,40.69416999,-116.5724581
327102,1212,43.58869261,-116.5724222
327103,1142,40.69425186,-116.571956
327106,1210,43.60704605,-116.5711822
327107,1139,40.69499324,-116.5709057
327109,1211,43.60645715,-116.5707415
327110,1142,40.69471698,-116.5705722
327111,1143,40.69467653,-116.570546
327115,1212,43.60522577,-116.5701764
327116,1212,43.60523172,-116.570105
327119,1210,43.60498188,-116.5699605
327120,1212,43.6090924,-116.5696291
327122,1209,43.60322718,-116.5693319
327130,1138,40.69571098,-116.56853
327132,1211,43.58549934,-116.5676765
327133,1210,43.58526183,-116.567236
327134,1209,43.59076936,-116.5671182
327135,1209,43.58504756,-116.5668387
327136,1139,40.69592793,-116.5666988
327138,1206,43.58529676,-116.5665649
327144,1208,43.58461688,-116.5660464
327147,1207,43.58440749,-116.5656514
327148,1206,43.58415764,-116.5652017
327150,1209,43.58926673,-116.5650052
327152,1203,43.58394718,-116.5647252
327154,1205,43.58373648,-116.5644997
327157,1209,43.59002697,-116.5640844
327159,1208,43.59214469,-116.563988
327161,1205,43.58297505,-116.5634623
327163,1205,43.58292375,-116.5630782
327164,1140,40.6968466,-116.5629288
327165,1208,43.58740004,-116.5627995
327166,1208,43.58740659,-116.5627406
327167,1207,43.58718946,-116.5627174
327168,1206,43.58664337,-116.5625996
327169,1205,43.58636498,-116.562596
327170,1207,43.58840358,-116.5625901
327171,1140,40.69689944,-116.5625826
327172,1206,43.58165921,-116.562175
327173,1204,43.58214215,-116.5619096
327175,1202,43.58081819,-116.5601304
327181,1204,43.57844218,-116.556726
327183,1203,43.57802554,-116.5561265
327184,1206,43.57819472,-116.5557671
327185,1202,43.57782555,-116.5557447
327186,1203,43.57776094,-116.5557382
327187,1206,43.57823041,-116.5557219
327188,1205,43.57877293,-116.5556481
327189,1204,43.5774735,-116.5554241
327190,1201,43.57762257,-116.5553572
327191,1205,43.57725459,-116.5552204
327192,1205,43.57759271,-116.5548962
327193,1204,43.57740235,-116.5546868
327194,1200,43.57718237,-116.5546696
327195,1203,43.57709044,-116.5543578
327200,1204,43.57615242,-116.5536899
327201,1202,43.576299,-116.5535976
327203,1202,43.57598729,-116.553224
327204,1202,43.57581397,-116.5524937
327205,1203,43.57516638,-116.5522461
327208,1133,33.89998249,-116.5516142
327210,1206,43.57391383,-116.550768
327211,1204,43.57413845,-116.5507399
327213,1201,43.57415891,-116.5500766
327216,1203,43.57300583,-116.5489267
327219,1207,43.57212769,-116.5486162
327221,1204,43.57269221,-116.5485888
327224,1205,43.57249424,-116.5484009
327227,1205,43.57222524,-116.5482765
327229,1202,43.5725228,-116.5482248
327230,1133,33.89804996,-116.5481421
327231,1205,43.5716512,-116.5481011
327232,1206,43.57191603,-116.5480701
327233,1208,43.55888004,-116.5479898
327234,1207,43.56814447,-116.5479583
327235,1206,43.56999057,-116.5479486
327237,1208,43.56728191,-116.547875
327238,1207,43.57160194,-116.5478703
327239,1205,43.57183751,-116.5478584
327240,1208,43.57136876,-116.5477703
327241,1209,43.56936989,-116.5477233
327242,1206,43.57137827,-116.5477084
327243,1201,43.57215636,-116.5476823
327245,1209,43.57049419,-116.5476371
327247,1206,43.57108013,-116.547179
327248,1205,43.57068157,-116.5471344
327250,1200,43.57206842,-116.5470237
327252,1207,43.57077377,-116.5469649
327254,1207,43.57092844,-116.5468637
327257,1206,43.57016404,-116.5466436
327258,1206,43.57093736,-116.5466228
327260,1205,43.56970075,-116.546326
327264,1208,43.57033357,-116.5459982
327266,1208,43.57037819,-116.5459595
327267,1134,33.89662366,-116.545872
327269,1205,43.56819503,-116.5457722
327275,1206,43.56948046,-116.5448282
327277,1205,43.56941153,-116.5446062
327280,1138,40.71063047,-116.544331
327284,1204,43.56924152,-116.544056
327285,1204,43.56905592,-116.5440488
327287,1204,43.5693938,-116.5438751
327292,1139,40.71058318,-116.5436323
327295,1203,43.5692063,-116.5435236
327302,1203,43.5688846,-116.5431899
327305,1202,43.56867985,-116.5428306
327306,1201,43.56842298,-116.5425379
327309,1202,43.56812698,-116.5422019
327314,1203,43.56622912,-116.5395636
327317,1203,43.56623882,-116.5394474
327322,1139,40.73640612,-116.5376302
327325,1137,40.70195177,-116.5363231
327326,1140,40.73956503,-116.5362712
327327,1132,33.8913663,-116.5361351
327332,1201,43.5625577,-116.5334581
327333,1201,43.56227435,-116.5331268
327334,1200,43.56204603,-116.5329368
327336,1200,43.56192063,-116.532699
327337,1199,43.56202927,-116.5325354
327338,1199,43.56173253,-116.5324716
327340,1139,40.70859157,-116.5297505
327343,1198,43.55962195,-116.529122
327347,1138,40.70796122,-116.5258012
327348,1137,40.70780312,-116.525148
327349,1338,34.99652156,-116.5250224
327364,1131,33.87871983,-116.5121819
327366,1337,35.00667945,-116.5091549
327367,1136,40.68337049,-116.5090409
327368,1136,40.67725612,-116.5077863
327381,1135,40.64584836,-116.4984737
327397,1130,33.86628923,-116.4911628
327401,1134,40.60032449,-116.4845693
327402,1135,40.59493621,-116.4795455
327403,1133,40.59472916,-116.4793831
327405,1136,40.59246851,-116.4764526
327407,1135,40.59196987,-116.4755601
327409,1134,40.59042759,-116.4738273
327410,1197,43.52987568,-116.4736726
327413,1136,40.58938533,-116.4722318
327416,1135,40.58672558,-116.469593
327418,1135,40.58422666,-116.4666139
327424,1134,40.58175826,-116.4640071
327426,1336,35.03133867,-116.460291
327427,1133,40.5775686,-116.4585368
327439,1196,43.50010618,-116.4473681
327452,1335,35.04621535,-116.4330951
327456,1195,43.48944393,-116.4213097
327461,1132,40.57244169,-116.4052358
327465,1132,40.57197009,-116.4021804
327476,1129,33.81198088,-116.3994162
327495,1194,43.47790646,-116.3922471
327515,1334,35.03211166,-116.3693171
327527,1128,33.77788681,-116.3419505
327528,1131,40.57791752,-116.3416398
327529,1131,40.57809429,-116.3410736
327548,1193,43.44828422,-116.3257487
327556,1131,40.57786035,-116.3247981
327561,1130,40.58127525,-116.3225123
327588,1333,35.04277143,-116.3060694
327589,1334,35.04141816,-116.3051406
327592,1333,35.04281825,-116.2962993
327610,1127,33.75410575,-116.2845522
327611,1332,35.04342412,-116.2820129
327612,1192,43.43547251,-116.2783698
327613,1191,43.43445918,-116.2748512
327614,1193,43.43531899,-116.2746141
327617,1192,43.43464798,-116.2721513
327619,1193,43.43598762,-116.2710853
327620,1193,43.4359662,-116.2710187
327622,1130,40.58231307,-116.2695041
327624,1131,40.58251628,-116.2690442
327625,1129,40.58286126,-116.2685109
327631,1132,40.58310738,-116.2619853
327653,1129,40.58474895,-116.2506504
327667,1128,40.58383749,-116.2461964
327672,1127,40.58325638,-116.2421766
327675,1126,33.73058111,-116.2348338
327676,1190,43.42154758,-116.2216506
327678,1132,40.58489663,-116.2175866
327679,1126,40.58476777,-116.2175742
327681,1125,33.72049765,-116.214661
327682,1126,33.72035133,-116.2142972
327683,1126,33.72005942,-116.213616
327688,1127,33.72168579,-116.2099428
327689,1126,33.71824539,-116.2097795
327690,1127,33.72160933,-116.2097308
327692,1125,33.71727582,-116.2079064
327714,1131,40.61092871,-116.1977521
327719,1130,40.61349612,-116.1969378
327721,1132,40.61461595,-116.1965236
327726,1124,33.70426763,-116.1945143
327740,1189,43.41319808,-116.1909448
327742,1331,35.04586948,-116.1901271
327744,1129,40.62131132,-116.189664
327777,1130,40.62394225,-116.1794593
327790,1123,33.67989178,-116.1731783
327826,1330,35.04645997,-116.1675069
327851,1128,40.66644767,-116.1570848
327856,1125,40.65494065,-116.1537966
327868,1122,33.63582597,-116.1347609
327872,1121,33.63202251,-116.1314531
327886,1124,40.69975341,-116.1187514
327887,1127,40.70825616,-116.118738
327888,1120,33.61537592,-116.1170138
327889,1126,40.70974365,-116.1159136
327890,1125,40.70992019,-116.1152882
327891,1125,40.71031735,-116.1144889
327892,1125,40.71088664,-116.1131485
327893,1123,40.7093508,-116.1086107
327895,1125,40.71380206,-116.1056038
327900,1126,40.71750402,-116.0950492
327901,1126,40.71820339,-116.0949128
327902,1122,40.71585318,-116.0924014
327904,1127,40.72043075,-116.0875303
327906,1119,33.58056167,-116.0867408
327907,1124,40.72048922,-116.0867275
327908,1124,40.72052682,-116.0867242
327909,1127,40.7206342,-116.086638
327910,1123,40.72066859,-116.0859181
327911,1122,40.72074955,-116.085552
327912,1123,40.72097123,-116.0847334
327914,1124,40.72114445,-116.0839575
327917,1125,40.72199763,-116.0812307
327920,1121,40.72008019,-116.0791896
327922,1125,40.72255778,-116.077625
327923,1126,40.72296191,-116.0765517
327925,1127,40.72335749,-116.0747169
327926,1127,40.72344672,-116.0746776
327927,1126,40.72327227,-116.074423
327928,1127,40.72406861,-116.0712467
327929,1118,33.56097294,-116.0697214
327930,1128,40.72447822,-116.0696237
327931,1128,40.72443539,-116.0695951
327932,1125,40.72474371,-116.0673782
327933,1124,40.72502088,-116.0615892
327935,1125,40.72522025,-116.0582788
327936,1123,40.72508909,-116.0572705
327941,1122,40.72516306,-116.0527301
327943,1124,40.72537765,-116.0519811
327948,1188,43.32358336,-116.0488569
327949,1329,35.04372006,-116.0483073
327957,1187,43.31662832,-116.0324859
327958,1186,43.31631519,-116.0317488
327963,1328,35.04308803,-116.0269647
327964,1186,43.3138869,-116.026033
327968,1121,40.71691828,-116.0097198
327969,1120,40.71532769,-116.005576
327970,1119,40.7152145,-116.0051791
327972,1185,43.30266928,-115.9996286
327984,1184,43.29215955,-115.9748905
327985,1185,43.29011301,-115.9719577
327986,1186,43.2899037,-115.9715767
327987,1185,43.28949828,-115.9703072
327990,1186,43.28763356,-115.9662617
327991,1185,43.28748955,-115.9657604
327993,1184,43.28727824,-115.9650248
327994,1183,43.28619197,-115.9608438
327997,1182,43.28377323,-115.9551505
327999,1121,40.73620379,-115.9492269
328000,1117,33.52652078,-115.9400324
328001,1327,35.01348615,-115.9381792
328004,1181,43.26896549,-115.9203623
328005,1116,33.51178062,-115.9184687
328009,1118,40.74768002,-115.9124989
328010,1326,35.00084145,-115.9101486
328012,1180,43.25842197,-115.8956056
328013,1117,40.7584024,-115.8940244
328015,1115,33.47779728,-115.8888049
328021,1114,33.46785691,-115.8760776
328024,1113,33.46441038,-115.8704796
328031,1113,33.46043171,-115.864016
328034,1179,43.24153892,-115.8560149
328036,1135,32.78965857,-115.8492867
328037,1178,43.23830979,-115.8484426
328038,1112,33.45039118,-115.8476917
328039,1134,32.7896716,-115.845508
328041,1133,32.78966888,-115.8450563
328042,1111,33.43561918,-115.8362738
328043,1110,33.42668377,-115.8305636
328044,1325,34.9660679,-115.8163127
328048,1324,34.9679474,-115.7953204
328049,1120,40.82059253,-115.7941233
328050,1177,43.18666227,-115.7919547
328051,1119,40.82157463,-115.7907891
328052,1109,33.38658814,-115.790719
328054,1119,40.82178753,-115.7887471
328055,1118,40.82229226,-115.7874706
328056,1118,40.82211793,-115.7852371
328057,1116,40.81979605,-115.7812959
328058,1117,40.82257711,-115.7803571
328059,1115,40.82093082,-115.7794957
328060,1116,40.82282256,-115.7777476
328061,1114,40.8220658,-115.7772788
328062,1117,40.82300468,-115.7762858
328063,1116,40.82345862,-115.771508
328064,1108,33.36886278,-115.7709334
328065,1115,40.82347293,-115.7708311
328066,1114,40.82350618,-115.7704777
328067,1113,40.82354098,-115.7695275
328068,1115,40.824926,-115.7643352
328070,1132,32.78912456,-115.7611374
328072,1116,40.829494,-115.7584997
328075,1117,40.83538744,-115.7515364
328077,1131,32.78904715,-115.748919
328079,1323,34.97521118,-115.7442833
328080,1116,40.84987729,-115.7410857
328082,1176,43.16321922,-115.7351402
328083,1177,43.16144045,-115.7325955
328084,1176,43.16022514,-115.7307326
328085,1115,40.85894605,-115.7303718
328086,1175,43.15877677,-115.7283796
328087,1114,40.86424979,-115.7237735
328088,1116,40.867779,-115.723034
328089,1322,34.98332489,-115.7227477
328090,1116,40.86833717,-115.7225842
328091,1117,40.86933229,-115.7217823
328092,1113,40.86585354,-115.7213226
328093,1112,40.86497035,-115.7222159
328094,1114,40.86619733,-115.7209403
328095,1115,40.86708372,-115.7200686
328096,1115,40.86742637,-115.7199092
328097,1117,40.86845429,-115.7190574
328098,1118,40.86879412,-115.7189465
328099,1116,40.86877314,-115.7188741
328100,1119,40.87075194,-115.7182234
328101,1119,40.87075726,-115.7181859
328102,1117,40.87166895,-115.7177558
328103,1118,40.87206824,-115.7176022
328104,1119,40.87239706,-115.7175393
328105,1119,40.87294139,-115.7174183
328106,1120,40.87332692,-115.7173476
328107,1121,40.87367948,-115.7172859
328108,1117,40.87279205,-115.717268
328109,1120,40.87470038,-115.7172437
328110,1122,40.87403637,-115.7172216
328111,1117,40.87305942,-115.7171344
328112,1116,40.87420783,-115.7161877
328113,1117,40.87452668,-115.7160164
328114,1121,40.8775511,-115.7154267
328115,1118,40.87544165,-115.7153615
328116,1120,40.87788944,-115.7151261
328117,1117,40.87605123,-115.71493
328118,1119,40.87825054,-115.7148076
328119,1118,40.8785206,-115.7145614
328120,1116,40.8766708,-115.7144939
328121,1115,40.88132347,-115.7144719
328122,1117,40.87949343,-115.7138932
328123,1116,40.87995423,-115.7135632
328124,1118,40.88335351,-115.7112942
328125,1117,40.88396838,-115.7108582
328126,1116,40.8845507,-115.7104476
328127,1115,40.88554588,-115.7097465
328128,1114,40.88837004,-115.7091064
328129,1114,40.88690266,-115.7089875
328130,1115,40.88721558,-115.7089715
328131,1113,40.88736992,-115.7087751
328132,1114,40.88777282,-115.7086747
328133,1113,40.88852389,-115.708254
328134,1112,40.88967126,-115.7071746
328135,1114,40.89096438,-115.7069535
328136,1111,40.89052401,-115.7063953
328137,1113,40.89219734,-115.7061728
328138,1174,43.14061158,-115.7035039
328140,1173,43.13847032,-115.7018885
328141,1172,43.13561497,-115.6994996
328142,1172,43.13465843,-115.6988286
328143,1173,43.13457424,-115.6985814
328144,1171,43.13425392,-115.6984145
328145,1174,43.13126056,-115.695602
328147,1172,43.1280987,-115.6933106
328149,1130,32.7895913,-115.69215
328150,1172,43.12746294,-115.692109
328152,1171,43.1248008,-115.6905656
328153,1171,43.12333577,-115.6894337
328154,1170,43.12200445,-115.6884446
328156,1170,43.11460334,-115.6823258
328158,1129,32.7938332,-115.6815467
328159,1112,40.92404308,-115.6757456
328160,1169,43.10255563,-115.6725194
328161,1107,33.36922299,-115.6696938
328162,1110,40.91658158,-115.6690842
328163,1111,40.9279244,-115.6683604
328164,1110,40.91513309,-115.6682596
328165,1113,40.92837331,-115.6678284
328166,1321,35.00491299,-115.6660918
328167,1109,40.91966574,-115.6656622
328168,1322,35.00545525,-115.6649637
328169,1111,40.93059626,-115.6634649
328170,1112,40.93082854,-115.6631406
328171,1110,40.93106837,-115.6623769
328172,1323,35.00715868,-115.6615471
328173,1113,40.93348417,-115.6580951
328174,1114,40.93371639,-115.6577883
328175,1322,35.01120493,-115.6540305
328176,1108,33.36300365,-115.6510677
328177,1115,40.93624695,-115.6507213
328178,1114,40.93607563,-115.6506856
328179,1107,33.36187201,-115.6480398
328180,1115,40.93965619,-115.6448228
328181,1106,33.36010769,-115.6431158
328182,1116,40.94104751,-115.6416306
328183,1116,40.93975189,-115.6412237
328184,1321,35.02021992,-115.6380896
328185,1320,35.02078338,-115.6374627
328186,1168,43.03521219,-115.6177698
328187,1319,35.04455774,-115.6111581
328188,1167,43.02606444,-115.6068265
328190,1105,33.31811942,-115.6049338
328197,1109,40.94276992,-115.5991949
328198,1318,35.05673051,-115.5965558
328199,1108,40.94084239,-115.5928336
328200,1108,40.93432799,-115.5914537
328201,1104,33.2983248,-115.5889088
328203,1166,43.00442423,-115.5839498
328206,1165,42.99119345,-115.5757525
328207,1317,35.08042604,-115.5728448
328208,1123,32.83224208,-115.5690286
328209,1115,32.91091868,-115.5686617
328210,1115,32.91053287,-115.5661539
328211,1114,32.90668441,-115.5653727
328212,1117,32.87059697,-115.5647647
328213,1122,32.84117387,-115.5645883
328214,1121,32.84727055,-115.5645167
328215,1119,32.84796232,-115.5644639
328216,1117,32.85560985,-115.564461
328217,1118,32.85429723,-115.5644569
328218,1120,32.84024485,-115.5644566
328219,1119,32.84243939,-115.5644566
328220,1120,32.84391705,-115.5644566
328221,1121,32.83956454,-115.5644498
328222,1122,32.83344177,-115.5644493
328223,1118,32.84292536,-115.564396
328224,1121,32.84113729,-115.5643762
328225,1116,32.87294,-115.5643
328226,1119,32.84370442,-115.5640668
328227,1115,32.87604802,-115.563492
328228,1124,32.82502935,-115.5634471
328229,1116,32.87313819,-115.5634243
328230,1123,32.82101835,-115.5623517
328231,1124,32.81802146,-115.561148
328232,1125,32.81766871,-115.5610601
328233,1115,32.89015243,-115.5592576
328234,1125,32.81263534,-115.5589768
328236,1126,32.81203489,-115.5586583
328237,1128,32.80007083,-115.5567766
328238,1114,32.89800684,-115.5562482
328239,1126,32.80350948,-115.5552905
328240,1126,32.80318345,-115.5552127
328241,1126,32.80244853,-115.5549616
328242,1127,32.80223446,-115.5548729
328243,1127,32.79935339,-115.5536076
328244,1127,32.7993547,-115.5535459
328245,1128,32.79892935,-115.5533743
328247,1113,32.90709916,-115.5532679
328248,1129,32.79866418,-115.5532669
328249,1128,32.79815118,-115.553216
328250,1130,32.7981316,-115.5530515
328251,1129,32.79729644,-115.5528225
328252,1130,32.79788596,-115.5528174
328253,1128,32.79705209,-115.5526845
328254,1130,32.79682366,-115.5526482
328255,1129,32.7964449,-115.5524357
328256,1131,32.79504971,-115.5522761
328257,1130,32.79606787,-115.5522213
328258,1131,32.79504971,-115.5519824
328259,1131,32.79476384,-115.5516848
328260,1132,32.79434483,-115.5515243
328261,1316,35.10009373,-115.5513508
328262,1130,32.79229088,-115.5507428
328263,1131,32.79045794,-115.5500042
